,Feature1,Feature2,W
130,LKT__s__Anaerobutyricum_hallii,LKT__Unclassified,3.074756088128824e-05
131,LKT__p__Firmicutes,LKT__Unclassified,4.6839931166564763e-05
132,LKT__s__Roseburia_intestinalis,LKT__Unclassified,6.475620735641493e-09
133,LKT__s__Ruminococcus_flavefaciens,LKT__Unclassified,0.00016827443230749996
134,LKT__s__Ruminococcus_torques,LKT__Unclassified,0.00033987438428949995
135,LKT__g__Ruminococcus,LKT__Unclassified,1.2022785326786157e-05
136,LKT__s__Firmicutes_bacterium,LKT__Unclassified,0.000276716429103733
137,LKT__s__Eubacterium_siraeum,LKT__Unclassified,1.4422926383613187e-05
138,LKT__s__Bacteroides_faecis,LKT__Unclassified,2.87814069156121e-05
139,LKT__s__Clostridiaceae_bacterium,LKT__Unclassified,0.00026223790487759995
140,LKT__s__Eubacteriaceae_bacterium,LKT__Unclassified,8.414926980211446e-05
141,LKT__s__Roseburia_inulinivorans,LKT__Unclassified,0.0002003347718374
142,LKT__s__Flavonifractor_plautii,LKT__Unclassified,1.098956560201735e-05
143,LKT__s__Oscillibacter_Unclassified,LKT__Unclassified,8.034209068719998e-05
144,LKT__f__Ruminococcaceae,LKT__Unclassified,3.2442499667613165e-05
145,LKT__s__Bacteroides_plebeius,LKT__Unclassified,4.000334435656183e-05
146,LKT__s__Roseburia_hominis,LKT__Unclassified,1.088917364967861e-06
147,LKT__s__Blautia_hansenii,LKT__Unclassified,5.3356093246664244e-05
148,LKT__s__Dorea_formicigenerans,LKT__Unclassified,5.4644353235528956e-05
149,LKT__s__Clostridium_leptum,LKT__Unclassified,2.2111918614191527e-06
150,LKT__s__Enterocloster_clostridioformis,LKT__Unclassified,0.0001302214078476386
151,LKT__s__Fusicatenibacter_saccharivorans,LKT__Unclassified,0.00015013120812378073
152,LKT__s__Bacteroides_finegoldii,LKT__Unclassified,3.5485091150636e-05
153,LKT__s__Ruthenibacterium_lactatiformans,LKT__Unclassified,4.312067553155075e-05
154,LKT__g__Blautia,LKT__Unclassified,2.5839383647085645e-05
155,LKT__s__Subdoligranulum_Unclassified,LKT__Unclassified,7.973200132539997e-05
156,LKT__s__Roseburia_Unclassified,LKT__Unclassified,4.591635656831902e-05
157,LKT__s__Sellimonas_intestinalis,LKT__Unclassified,0.00010771581276950001
158,LKT__s__Ruminococcus_lactaris,LKT__Unclassified,0.0005196039329074
159,LKT__s__Eisenbergiella_massiliensis,LKT__Unclassified,6.9483048857323395e-06
160,LKT__s__Blautia_producta,LKT__Unclassified,0.00011063156745939999
161,LKT__s__Eubacterium_ramulus,LKT__Unclassified,8.165197758555161e-05
162,LKT__f__Enterobacteriaceae,LKT__Unclassified,1.7325307770338868e-05
163,LKT__f__Rikenellaceae,LKT__Unclassified,0.00048221052608809996
164,LKT__s__Enterocloster_bolteae,LKT__Unclassified,0.00012495853681061548
165,LKT__s__Clostridioides_difficile,LKT__Unclassified,3.57142119253825e-10
166,LKT__s__Hungatella_hathewayi,LKT__Unclassified,9.263185300919999e-05
167,LKT__g__Faecalibacterium,LKT__Unclassified,8.199272870532465e-06
168,LKT__s__Anaerotruncus_colihominis,LKT__Unclassified,6.12326671919735e-05
169,LKT__s__Clostridium_phoceensis,LKT__Unclassified,2.4844749419705147e-05
170,LKT__s__Coprococcus_catus,LKT__Unclassified,3.9910874034786417e-05
171,LKT__s__Coprococcus_Unclassified,LKT__Unclassified,0.0002199702357201
172,LKT__s__Clostridium_scindens,LKT__Unclassified,1.6650279241297354e-06
173,LKT__f__Erysipelotrichaceae,LKT__Unclassified,0.00013145654542005887
174,LKT__s__Intestinimonas_butyriciproducens,LKT__Unclassified,0.0004903764779804
175,LKT__s__Erysipelotrichaceae_bacterium,LKT__Unclassified,2.350294993746922e-08
176,LKT__s__Dorea_Unclassified,LKT__Unclassified,1.490742659908392e-05
177,LKT__s__Eubacterium_ventriosum,LKT__Unclassified,3.815067962027697e-07
178,LKT__s__Eubacterium_Unclassified,LKT__Unclassified,0.00010613145918813355
179,LKT__s__Anaerotignum_lactatifermentans,LKT__Unclassified,0.00018526879008807546
180,LKT__s__Pseudoflavonifractor_Unclassified,LKT__Unclassified,4.060848747171574e-05
181,LKT__s__Intestinimonas_massiliensis,LKT__Unclassified,0.0001434811296344
182,LKT__g__Roseburia,LKT__Unclassified,1.2771269290915593e-05
183,LKT__f__Oscillospiraceae,LKT__Unclassified,0.0002328897246496
184,LKT__s__Dysosmobacter_welbionis,LKT__Unclassified,7.875127860983433e-06
185,LKT__s__Intestinimonas_timonensis,LKT__Unclassified,2.9490783808076078e-05
186,LKT__s__Frisingicoccus_caecimuris,LKT__Unclassified,1.225071144886355e-05
187,LKT__s__Harryflintia_acetispora,LKT__Unclassified,1.0257378501755201e-06
188,LKT__s__Butyrivibrio_Unclassified,LKT__Unclassified,0.0001112196927358
189,LKT__s__Enterocloster_asparagiformis,LKT__Unclassified,0.00010621439550102285
190,LKT__g__Bacillus,LKT__Unclassified,6.910334221844107e-07
191,LKT__s__Enterocloster_lavalensis,LKT__Unclassified,4.356408798650001e-05
192,LKT__c__Actinobacteria,LKT__Unclassified,4.306352132360004e-05
193,LKT__d__Eukaryota,LKT__Unclassified,4.873815418617916e-06
194,LKT__s__Lachnoclostridium_phocaeense,LKT__Unclassified,2.480261200930106e-06
195,LKT__s__Phocea_massiliensis,LKT__Unclassified,0.0002979222075434557
196,LKT__s__Enterocloster_aldensis,LKT__Unclassified,0.0001322613382336
197,LKT__s__Anaerofustis_stercorihominis,LKT__Unclassified,0.00018534022012500003
198,LKT__g__Coprococcus,LKT__Unclassified,3.1970499673300004e-05
199,LKT__o__Bacillales,LKT__Unclassified,0.00015517500974750003
200,LKT__s__Paenibacillus_Unclassified,LKT__Unclassified,8.081459565590427e-05
201,LKT__s__Cuneatibacter_caecimuris,LKT__Unclassified,1.2904497464908331e-05
202,LKT__s__Marvinbryantia_formatexigens,LKT__Unclassified,7.236602273076207e-05
203,LKT__s__Bacteroides_vulgatus,LKT__s__Bacteroides_uniformis,8.70673975104e-05
204,LKT__Unclassified,LKT__s__Bacteroides_uniformis,9.353166876231905e-06
205,LKT__g__Bacteroides,LKT__s__Bacteroides_uniformis,0.00011152034649787232
206,LKT__s__Faecalibacterium_prausnitzii,LKT__s__Bacteroides_uniformis,2.093397094690761e-05
207,LKT__s__Ruminococcus_Unclassified,LKT__s__Bacteroides_uniformis,3.21347478601876e-05
208,LKT__s__Bacteroides_Unclassified,LKT__s__Bacteroides_uniformis,0.00010791009052323348
209,LKT__s__Bacteroides_ovatus,LKT__s__Bacteroides_uniformis,0.0002594478457563
210,LKT__s__Eubacterium_rectale,LKT__s__Bacteroides_uniformis,1.1777883648897699e-05
211,LKT__s__Bacteroides_stercoris,LKT__s__Bacteroides_uniformis,4.396820783578553e-07
212,LKT__o__Clostridiales,LKT__s__Bacteroides_uniformis,5.713836199152658e-07
213,LKT__s__Bacteroides_thetaiotaomicron,LKT__s__Bacteroides_uniformis,1.338038405611141e-05
214,LKT__s__Bacteroides_cellulosilyticus,LKT__s__Bacteroides_uniformis,0.0004056359269659
215,LKT__s__Lachnospiraceae_bacterium,LKT__s__Bacteroides_uniformis,5.783196676307099e-06
216,LKT__s__Parabacteroides_distasonis,LKT__s__Bacteroides_uniformis,0.00027291255730579997
217,LKT__s__Blautia_Unclassified,LKT__s__Bacteroides_uniformis,9.002644031783959e-06
218,LKT__s__Escherichia_coli,LKT__s__Bacteroides_uniformis,7.760036942652453e-07
219,LKT__s__Ruminococcaceae_bacterium,LKT__s__Bacteroides_uniformis,0.00016258372196700007
220,LKT__s__Bacteroides_dorei,LKT__s__Bacteroides_uniformis,0.00012310252762582515
221,LKT__s__Alistipes_putredinis,LKT__s__Bacteroides_uniformis,1.23923393109928e-09
222,LKT__f__Lachnospiraceae,LKT__s__Bacteroides_uniformis,1.8343035890637095e-05
223,LKT__s__Bacteroides_caccae,LKT__s__Bacteroides_uniformis,3.689755084995118e-05
224,LKT__s__Bacteroides_xylanisolvens,LKT__s__Bacteroides_uniformis,4.697136654190377e-06
225,LKT__s__Bacteroides_intestinalis,LKT__s__Bacteroides_uniformis,1.6455738997080753e-07
226,LKT__s__Blautia_wexlerae,LKT__s__Bacteroides_uniformis,1.3753765782200024e-05
227,LKT__s__Bacteroides_fragilis,LKT__s__Bacteroides_uniformis,1.4098483170200003e-05
228,LKT__s__Alistipes_finegoldii,LKT__s__Bacteroides_uniformis,5.725796940087246e-05
229,LKT__o__Bacteroidales,LKT__s__Bacteroides_uniformis,5.309604472483371e-05
230,LKT__s__Cyclospora_cayetanensis,LKT__s__Bacteroides_uniformis,5.8746304013000005e-05
231,LKT__s__Ruminococcus_gnavus,LKT__s__Bacteroides_uniformis,3.0276687897137498e-06
232,LKT__k__Bacteria,LKT__s__Bacteroides_uniformis,1.0481926573074777e-05
233,LKT__s__Gemmiger_formicilis,LKT__s__Bacteroides_uniformis,3.869503973911038e-06
234,LKT__s__Roseburia_faecis,LKT__s__Bacteroides_uniformis,0.00012545396407400003
235,LKT__s__Dorea_longicatena,LKT__s__Bacteroides_uniformis,9.48671643740741e-06
236,LKT__s__Anaerobutyricum_hallii,LKT__s__Bacteroides_uniformis,1.2337176969727647e-05
237,LKT__p__Firmicutes,LKT__s__Bacteroides_uniformis,0.00020657941985461017
238,LKT__s__Roseburia_intestinalis,LKT__s__Bacteroides_uniformis,2.0834860387799998e-05
239,LKT__g__Ruminococcus,LKT__s__Bacteroides_uniformis,1.5388073581313062e-05
240,LKT__s__Firmicutes_bacterium,LKT__s__Bacteroides_uniformis,0.00025309204430095045
241,LKT__s__Eubacterium_siraeum,LKT__s__Bacteroides_uniformis,7.332067027472137e-05
242,LKT__s__Bacteroides_faecis,LKT__s__Bacteroides_uniformis,0.0004877114662586
243,LKT__s__Clostridiaceae_bacterium,LKT__s__Bacteroides_uniformis,0.00020544884953652913
244,LKT__s__Eubacteriaceae_bacterium,LKT__s__Bacteroides_uniformis,2.4332192319910113e-05
245,LKT__s__Parabacteroides_Unclassified,LKT__s__Bacteroides_uniformis,9.72270582632e-05
246,LKT__s__Roseburia_inulinivorans,LKT__s__Bacteroides_uniformis,5.509570202430001e-05
247,LKT__s__Flavonifractor_plautii,LKT__s__Bacteroides_uniformis,1.3351958212399985e-05
248,LKT__s__Odoribacter_splanchnicus,LKT__s__Bacteroides_uniformis,9.813602604522091e-05
249,LKT__f__Ruminococcaceae,LKT__s__Bacteroides_uniformis,9.30664799639e-05
250,LKT__s__Coprococcus_comes,LKT__s__Bacteroides_uniformis,5.179869169785779e-06
251,LKT__s__Lachnospira_eligens,LKT__s__Bacteroides_uniformis,7.760035217730059e-07
252,LKT__s__Blautia_massiliensis,LKT__s__Bacteroides_uniformis,0.00036498787285399996
253,LKT__s__Roseburia_hominis,LKT__s__Bacteroides_uniformis,1.5819164431650257e-05
254,LKT__s__Dorea_formicigenerans,LKT__s__Bacteroides_uniformis,0.0002277072133948
255,LKT__s__Clostridium_leptum,LKT__s__Bacteroides_uniformis,0.00019424844594650016
256,LKT__s__Fusicatenibacter_saccharivorans,LKT__s__Bacteroides_uniformis,0.0001638093273784464
257,LKT__s__Bacteroides_finegoldii,LKT__s__Bacteroides_uniformis,4.348928489050586e-06
258,LKT__g__Parabacteroides,LKT__s__Bacteroides_uniformis,3.742956614051949e-05
259,LKT__g__Blautia,LKT__s__Bacteroides_uniformis,0.00016320360999219998
260,LKT__s__Subdoligranulum_Unclassified,LKT__s__Bacteroides_uniformis,1.7163335021404483e-05
261,LKT__g__Alistipes,LKT__s__Bacteroides_uniformis,1.1109438288000441e-05
262,LKT__f__Clostridiaceae,LKT__s__Bacteroides_uniformis,5.893352462627895e-06
263,LKT__s__Ruminococcus_lactaris,LKT__s__Bacteroides_uniformis,3.950031462063981e-05
264,LKT__s__Eisenbergiella_massiliensis,LKT__s__Bacteroides_uniformis,1.6382132135015818e-06
265,LKT__g__Clostridium,LKT__s__Bacteroides_uniformis,2.528709333058034e-07
266,LKT__s__Blautia_producta,LKT__s__Bacteroides_uniformis,2.6589287171622906e-06
267,LKT__s__Eubacterium_ramulus,LKT__s__Bacteroides_uniformis,0.0001326525716949277
268,LKT__f__Enterobacteriaceae,LKT__s__Bacteroides_uniformis,2.9733538100335257e-06
269,LKT__f__Rikenellaceae,LKT__s__Bacteroides_uniformis,6.97280502559992e-06
270,LKT__s__Clostridioides_difficile,LKT__s__Bacteroides_uniformis,3.6883163353299995e-05
271,LKT__s__Hungatella_hathewayi,LKT__s__Bacteroides_uniformis,2.3052868571236526e-05
272,LKT__g__Streptococcus,LKT__s__Bacteroides_uniformis,6.446833955766472e-06
273,LKT__g__Faecalibacterium,LKT__s__Bacteroides_uniformis,3.378725613473365e-07
274,LKT__s__Anaerotruncus_colihominis,LKT__s__Bacteroides_uniformis,0.00011038159297260006
275,LKT__s__Clostridium_phoceensis,LKT__s__Bacteroides_uniformis,0.00010429826543199998
276,LKT__s__Coprococcus_catus,LKT__s__Bacteroides_uniformis,0.0004680277698641
277,LKT__s__Coprococcus_Unclassified,LKT__s__Bacteroides_uniformis,1.0023954788839322e-05
278,LKT__f__Erysipelotrichaceae,LKT__s__Bacteroides_uniformis,9.70980492058529e-06
279,LKT__s__Tyzzerella_nexilis,LKT__s__Bacteroides_uniformis,9.432575944899981e-06
280,LKT__s__Intestinimonas_butyriciproducens,LKT__s__Bacteroides_uniformis,3.9946105059270074e-05
281,LKT__s__Dorea_Unclassified,LKT__s__Bacteroides_uniformis,8.435889941751211e-05
282,LKT__s__Eubacterium_ventriosum,LKT__s__Bacteroides_uniformis,9.459563506891811e-06
283,LKT__s__Anaerotruncus_massiliensis,LKT__s__Bacteroides_uniformis,0.0004321053159363
284,LKT__s__Eubacterium_Unclassified,LKT__s__Bacteroides_uniformis,9.476428577662635e-05
285,LKT__s__Pseudoflavonifractor_Unclassified,LKT__s__Bacteroides_uniformis,0.0002681487605027168
286,LKT__g__Prevotella,LKT__s__Bacteroides_uniformis,0.00011254811889809994
287,LKT__s__Coprococcus_eutactus,LKT__s__Bacteroides_uniformis,4.276900068182798e-06
288,LKT__p__Proteobacteria,LKT__s__Bacteroides_uniformis,2.6243182913190867e-07
289,LKT__g__Roseburia,LKT__s__Bacteroides_uniformis,3.2147355933765847e-06
290,LKT__f__Eubacteriaceae,LKT__s__Bacteroides_uniformis,2.224646245023085e-05
291,LKT__s__Enterococcus_faecium,LKT__s__Bacteroides_uniformis,8.382581794544879e-07
292,LKT__s__Harryflintia_acetispora,LKT__s__Bacteroides_uniformis,5.1712096863999984e-05
293,LKT__g__Bacillus,LKT__s__Bacteroides_uniformis,6.49034449205929e-05
294,LKT__s__Enterocloster_lavalensis,LKT__s__Bacteroides_uniformis,7.312665306990004e-05
295,LKT__c__Actinobacteria,LKT__s__Bacteroides_uniformis,2.4321300815099968e-05
296,LKT__d__Eukaryota,LKT__s__Bacteroides_uniformis,0.0001402751524634
297,LKT__s__Lachnoclostridium_phocaeense,LKT__s__Bacteroides_uniformis,7.52692618991457e-06
298,LKT__s__Bacillus_Unclassified,LKT__s__Bacteroides_uniformis,3.411863381004806e-05
299,LKT__s__Phocea_massiliensis,LKT__s__Bacteroides_uniformis,0.00018713351496480002
300,LKT__s__Anaerofustis_stercorihominis,LKT__s__Bacteroides_uniformis,0.0001034043255914
301,LKT__s__Agathobaculum_desmolans,LKT__s__Bacteroides_uniformis,6.702661991670001e-05
