,Feature1,Feature2,W
31,LKT__s__Ruminococcus_flavefaciens,Y,5.0960456814550414e-11
32,LKT__s__Bacteroidaceae_bacterium,Y,3.651048437517881e-12
33,LKT__s__Bacteroides_massiliensis,Y,1.0388079016200345e-12
34,LKT__s__Eubacterium_siraeum,Y,3.8922605186190605e-11
35,LKT__s__Bacteroides_faecis,Y,7.637874693499869e-13
36,LKT__s__Eubacteriaceae_bacterium,Y,1.9456955642936702e-13
37,LKT__s__Parabacteroides_Unclassified,Y,4.912363497248689e-12
38,LKT__s__Flavonifractor_plautii,Y,2.2908290305115485e-11
39,LKT__s__Oscillibacter_Unclassified,Y,4.727754358470775e-10
40,LKT__f__Ruminococcaceae,Y,1.1982672380217698e-11
41,LKT__s__Bacteroides_salyersiae,Y,4.834850162708487e-12
42,LKT__s__Coprococcus_comes,Y,1.6863427604735176e-12
43,LKT__s__Methanobrevibacter_smithii,Y,2.0393485462118996e-10
44,LKT__s__Blautia_massiliensis,Y,1.0564036299959346e-11
45,LKT__s__Roseburia_hominis,Y,9.179933960218802e-11
46,LKT__s__Parabacteroides_johnsonii,Y,3.9676079805707835e-11
47,LKT__s__Dorea_formicigenerans,Y,4.551915099537897e-12
48,LKT__s__Alistipes_communis,Y,1.9064260242852357e-12
49,LKT__s__Butyricicoccus_Unclassified,Y,3.334531983590129e-13
50,LKT__s__Bilophila_wadsworthia,Y,2.6571475050202674e-13
51,LKT__s__Dialister_invisus,Y,1.7393398880831157e-11
52,LKT__g__Parabacteroides,Y,9.355141934175816e-12
53,LKT__s__Neglecta_timonensis,Y,4.48089439942424e-12
54,LKT__s__Roseburia_Unclassified,Y,6.002763778584263e-13
55,LKT__s__Faecalibacterium_Unclassified,Y,1.2130464704240998e-12
56,LKT__s__Sellimonas_intestinalis,Y,1.196507418088557e-10
57,LKT__s__Clostridium_symbiosum,Y,2.340401879414891e-11
58,LKT__f__Clostridiaceae,Y,1.8596432146983011e-09
59,LKT__s__Ruminococcus_lactaris,Y,3.5588332506181385e-11
60,LKT__s__Eisenbergiella_massiliensis,Y,1.3195641685569433e-10
61,LKT__s__Akkermansia_Unclassified,Y,4.31509014735861e-14
62,LKT__s__Eubacterium_ramulus,Y,6.390824598015338e-10
63,LKT__s__Coprobacillus_Unclassified,Y,1.4516464231629106e-10
64,LKT__s__Prevotella_lascolaii,Y,1.1150174647389652e-10
65,LKT__s__Bacteroides_coprocola,Y,1.4345662985952907e-11
66,LKT__s__Eggerthella_lenta,Y,2.1439989797611881e-10
67,LKT__s__Clostridioides_difficile,Y,3.266933505933751e-11
68,LKT__s__Hungatella_hathewayi,Y,5.378780635984878e-10
69,LKT__g__Streptococcus,Y,1.069800997611547e-13
70,LKT__s__Bacteroides_nordii,Y,4.509613355834488e-12
71,LKT__g__Faecalibacterium,Y,4.8628668421090764e-11
72,LKT__s__Streptococcus_thermophilus,Y,3.316627948679007e-13
73,LKT__s__Adlercreutzia_equolifaciens,Y,1.0427497009404866e-10
74,LKT__s__Anaerotruncus_colihominis,Y,7.050152262278002e-11
75,LKT__s__Parasutterella_excrementihominis,Y,3.1869956446521416e-12
76,LKT__s__Coprococcus_Unclassified,Y,1.858045642516465e-12
77,LKT__s__Streptococcus_Unclassified,Y,4.9154596948428136e-12
78,LKT__s__Clostridium_scindens,Y,1.2063612170805917e-10
79,LKT__f__Erysipelotrichaceae,Y,9.532298119323916e-11
80,LKT__s__Clostridium_innocuum,Y,1.892956210697417e-10
81,LKT__s__Bifidobacterium_pseudocatenulatum,Y,1.2794652412211084e-14
82,LKT__s__Intestinimonas_butyriciproducens,Y,4.082393694308341e-12
83,LKT__g__Akkermansia,Y,1.0248687163235206e-11
84,LKT__s__Clostridium_disporicum,Y,1.2918882961532866e-10
85,LKT__s__Erysipelotrichaceae_bacterium,Y,2.5294810958562667e-15
86,LKT__s__Blautia_coccoides,Y,2.064310956947394e-12
87,LKT__s__Dorea_Unclassified,Y,1.203838554239291e-10
88,LKT__s__Gordonibacter_pamelaeae,Y,2.61040962383127e-15
89,LKT__s__Acidaminococcus_intestini,Y,4.0298478196545525e-11
90,LKT__s__Anaeromassilibacillus_Unclassified,Y,6.311212167203396e-14
91,LKT__s__Anaerotruncus_massiliensis,Y,1.4520554626825468e-10
92,LKT__s__Eubacterium_Unclassified,Y,5.2364766205740316e-12
93,LKT__s__Anaerotignum_lactatifermentans,Y,9.558696598665048e-13
94,LKT__s__Adlercreutzia_Unclassified,Y,1.6794788836212131e-10
95,LKT__g__Prevotella,Y,2.072742923793247e-14
96,LKT__s__Coprococcus_eutactus,Y,5.8241389167479004e-12
97,LKT__s__Ruminococcus_bromii,Y,9.855780298361435e-12
98,LKT__p__Proteobacteria,Y,7.800106491776359e-11
99,LKT__s__Butyrivibrio_crossotus,Y,1.281643758219428e-10
100,LKT__s__Clostridium_sporosphaeroides,Y,1.9918479643036318e-10
101,LKT__s__Sutterella_wadsworthensis,Y,1.008104494378728e-12
102,LKT__g__Roseburia,Y,2.522579631609216e-11
103,LKT__f__Oscillospiraceae,Y,4.1160677740103865e-11
104,LKT__s__Bifidobacterium_dentium,Y,4.56248762684072e-14
105,LKT__s__Intestinimonas_timonensis,Y,3.122383384771579e-11
106,LKT__g__Eggerthella,Y,4.1203698562057356e-15
107,LKT__s__Gordonibacter_urolithinfaciens,Y,9.125928622297e-14
108,LKT__s__Acinetobacter_baumannii,Y,4.126297789698055e-12
109,LKT__f__Akkermansiaceae,Y,1.137302396303002e-13
110,LKT__s__Burkholderiales_bacterium,Y,7.627613952793182e-12
111,LKT__s__Asaccharobacter_celatus,Y,1.8241828007924746e-12
112,LKT__s__Angelakisella_massiliensis,Y,3.1233419218445748e-12
113,LKT__s__Catenibacterium_mitsuokai,Y,2.2034692433751355e-11
114,LKT__s__Clostridia_bacterium,Y,1.3765254064256587e-11
115,LKT__s__Desulfovibrio_piger,Y,5.399209099913968e-12
116,LKT__s__Subdoligranulum_variabile,Y,6.037228544343768e-14
117,LKT__s__Clostridium_perfringens,Y,3.143585554727436e-11
118,LKT__s__Massilistercora_timonensis,Y,1.4995907528364544e-10
119,LKT__s__Turicibacter_sanguinis,Y,2.5626535223455116e-11
120,LKT__s__Butyrivibrio_Unclassified,Y,5.967509118931146e-12
121,LKT__s__Oscillibacter_ruminantium,Y,3.5408767076187773e-10
122,LKT__s__Collinsella_stercoris,Y,1.801621690170184e-10
123,LKT__o__Burkholderiales,Y,7.941553640306482e-11
124,LKT__s__Agathobaculum_butyriciproducens,Y,1.884587013482019e-11
125,LKT__s__Enterocloster_asparagiformis,Y,2.7704380929081897e-11
126,LKT__s__Faecalitalea_cylindroides,Y,9.647833616880711e-12
127,LKT__s__Lactobacillus_fermentum,Y,6.872561594385379e-12
128,LKT__s__Candidatus_Borkfalkia,Y,9.382711302707805e-11
129,LKT__s__Rikenellaceae_bacterium,Y,1.4641223409622737e-11
130,LKT__g__Coprobacillus,Y,3.0621865979208826e-11
131,LKT__g__Lactobacillus,Y,3.69596374699474e-14
132,LKT__s__Clostridium_botulinum,Y,5.4774380937739604e-14
133,LKT__s__Longibaculum_muris,Y,9.42431530337321e-11
134,LKT__s__Coprobacillus_cateniformis,Y,9.233949891382157e-13
135,LKT__s__Clostridium_spiroforme,Y,1.6058358902427413e-11
136,LKT__g__Collinsella,Y,2.0266454006794225e-12
137,LKT__s__Desulfovibrio_desulfuricans,Y,1.7149633008891146e-12
138,LKT__s__Streptococcus_mutans,Y,5.149675728950493e-11
139,LKT__s__Holdemanella_biformis,Y,3.5266913434963294e-12
140,LKT__d__Eukaryota,Y,6.110050320752354e-13
141,LKT__s__Bacteriophage_Unclassified,Y,3.958141420764266e-12
142,LKT__s__Veillonella_parvula,Y,4.795727044332071e-10
143,LKT__g__Pseudoflavonifractor,Y,2.0660592895821186e-10
144,LKT__s__Slackia_piriformis,Y,1.63883724510785e-15
145,LKT__s__Holdemania_filiformis,Y,2.563100325436619e-11
146,LKT__s__Acidaminococcus_Unclassified,Y,2.572310004191878e-13
147,LKT__s__Streptomyces_Unclassified,Y,1.0635847736956737e-10
148,LKT__s__Oscillibacter_valericigenes,Y,2.028216546021537e-14
149,LKT__s__Phocea_massiliensis,Y,1.587189200267028e-12
150,LKT__s__Actinomyces_Unclassified,Y,2.75405989562767e-12
151,LKT__s__Eisenbergiella_tayi,Y,2.1028250891495998e-10
152,LKT__s__Anaerofustis_stercorihominis,Y,2.731730054338438e-13
153,LKT__s__Alistipes_timonensis,Y,3.705788445134241e-11
154,LKT__g__Coprococcus,Y,1.4485297401360401e-11
155,LKT__s__Faecalimonas_umbilicata,Y,8.103313468064178e-11
156,LKT__s__Anaerostipes_caccae,Y,1.34486105612931e-12
157,LKT__s__Bittarella_massiliensis,Y,1.0837822055192428e-12
158,LKT__s__Agathobaculum_desmolans,Y,2.7995524824233837e-13
159,LKT__g__Megasphaera,Y,7.17059452190193e-11
160,LKT__s__Victivallales_bacterium,Y,6.07043149217423e-10
161,LKT__s__Holdemania_Unclassified,Y,8.056778464093328e-12
162,LKT__f__Sutterellaceae,Y,1.0928938834920016e-10
163,LKT__s__Streptococcus_anginosus,Y,2.8505457774819196e-11
164,LKT__g__Anaerostipes,Y,7.51789442096369e-12
165,LKT__s__Proteiniborus_ethanoligenes,Y,1.7442999112833584e-10
166,LKT__s__Schaalia_odontolytica,Y,1.3873931744635023e-12
167,LKT__s__Cryptobacterium_curtum,Y,1.5854180324268398e-15
168,LKT__s__Sutterella_faecalis,Y,3.279391790686528e-12
169,LKT__g__Veillonella,Y,1.5583092262419423e-10
170,LKT__g__Butyricimonas,Y,1.621524448504273e-10
171,LKT__f__Synergistaceae,Y,1.2804945976385146e-12
172,LKT__s__Enterorhabdus_caecimuris,Y,6.386319630168574e-12
173,LKT__s__Lactobacillus_salivarius,Y,9.636283538073503e-12
174,LKT__o__Bacillales,Y,1.0979962780345115e-10
175,LKT__s__Lachnospira_multipara,Y,7.072934996578478e-13
176,LKT__s__Absiella_dolichum,Y,4.62662884740192e-18
177,LKT__s__Sutterella_megalosphaeroides,Y,7.494174585247393e-11
178,LKT__s__Alloscardovia_omnicolens,Y,1.1037043731198481e-11
179,LKT__s__Arabia_massiliensis,Y,8.136054590504977e-13
180,LKT__s__Porphyromonas_uenonis,Y,5.724688484829906e-11
181,LKT__s__Haemophilus_Unclassified,Y,2.201385187254138e-12
182,LKT__s__Bacteroides_phage_crAss001,Y,7.366227853209922e-11
183,LKT__s__Sutterella_parvirubra,Y,1.0322953772648076e-11
184,LKT__g__Mogibacterium,Y,5.9569270235555395e-12
185,LKT__s__Streptococcus_viridans,Y,8.273238005276711e-10
186,LKT__s__Christensenella_minuta,Y,1.9080855562789803e-13
187,LKT__s__Actinomyces_oris,Y,1.9768104485184579e-10
188,LKT__s__Oxalobacter_formigenes,Y,1.0820344067225818e-12
189,LKT__g__Methanosphaera,Y,2.899648603785544e-14
190,LKT__s__Methanosphaera_stadtmanae,Y,3.8063065729707044e-13
191,LKT__s__Eubacterium_maltosivorans,Y,4.998589468134003e-11
192,LKT__s__Enterobacter_roggenkampii,Y,2.360863606821075e-14
193,LKT__s__Ruminococcus_albus,Y,6.015181047502673e-11
194,LKT__s__Bifidobacterium_gallinarum,Y,6.038398213282342e-14
195,LKT__s__Bifidobacterium_animalis,Y,1.5282689361348112e-12
196,LKT__s__Cuneatibacter_caecimuris,Y,1.1227755403675948e-09
197,LKT__s__Intestinibacillus_massiliensis,Y,3.75966171717067e-11
198,LKT__s__Enorma_phocaeensis,Y,2.2988822038932452e-10
199,LKT__g__Enterobacter,Y,8.783853818235561e-12
200,LKT__s__Eubacterium_ruminantium,Y,1.987197242505408e-11
201,LKT__s__Eubacterium_pyruvativorans,Y,8.597080329065354e-16
202,LKT__s__Terrisporobacter_glycolicus,Y,3.1971202875776913e-12
203,LKT__s__Eubacterium_limosum,Y,1.32318781567525e-10
204,LKT__s__Lactobacillus_rhamnosus,Y,4.711561476845245e-11
205,LKT__g__Subdoligranulum,Y,1.7389398599001578e-13
206,LKT__s__Allisonella_histaminiformans,Y,1.9988436347064868e-13
207,LKT__s__Bacteroides_vulgatus,Y,4.8707337549076435e-12
208,LKT__Unclassified,Y,7.18580029617883e-11
209,LKT__s__Bacteroides_uniformis,Y,1.420641828270833e-13
210,LKT__s__Faecalibacterium_prausnitzii,Y,5.895475237033501e-11
211,LKT__s__Bacteroides_Unclassified,Y,1.592851966647e-11
212,LKT__s__Bacteroides_ovatus,Y,1.040065984227937e-12
213,LKT__o__Clostridiales,Y,6.826954757879635e-11
214,LKT__s__Bacteroides_thetaiotaomicron,Y,1.4487132723954759e-11
215,LKT__s__Blautia_Unclassified,Y,1.6838874159559682e-11
216,LKT__s__Ruminococcaceae_bacterium,Y,3.081023300209462e-11
217,LKT__s__Alistipes_onderdonkii,Y,1.7789535127572038e-10
218,LKT__s__Prevotella_copri,Y,3.1558018315329896e-15
219,LKT__s__Clostridium_Unclassified,Y,8.596688378309504e-13
220,LKT__f__Lachnospiraceae,Y,2.3305671315584603e-10
221,LKT__s__Bacteroides_caccae,Y,7.381619456366729e-12
222,LKT__s__Blautia_obeum,Y,1.2700399430751701e-09
223,LKT__s__Blautia_wexlerae,Y,1.467869514939312e-12
224,LKT__s__Bacteroides_fragilis,Y,7.035751520423783e-12
225,LKT__s__Parabacteroides_merdae,Y,5.013365096351429e-11
226,LKT__s__Alistipes_finegoldii,Y,3.50748788919328e-11
227,LKT__s__Cyclospora_cayetanensis,Y,3.989154220547226e-11
228,LKT__s__Ruminococcus_gnavus,Y,6.317763654305823e-11
229,LKT__s__Anaerobutyricum_hallii,Y,5.895116232653018e-13
230,LKT__s__Bacteroides_eggerthii,Y,2.446401404272961e-11
231,LKT__s__Pseudomonas_aeruginosa,Y,5.546748780584249e-14
232,LKT__s__Alistipes_shahii,Y,1.6607348261629172e-10
233,LKT__s__Roseburia_intestinalis,Y,2.687954584637341e-12
234,LKT__s__Ruminococcus_flavefaciens,Y,1.0169035619871148e-12
235,LKT__s__Bacteroidaceae_bacterium,Y,1.9387674520615372e-12
236,LKT__s__Bifidobacterium_adolescentis,Y,2.6181184551892617e-10
237,LKT__g__Ruminococcus,Y,6.774324824376782e-11
238,LKT__s__Firmicutes_bacterium,Y,1.9996550164380764e-13
239,LKT__s__Bacteroides_massiliensis,Y,2.1167631963392146e-11
240,LKT__s__Bacteroides_faecis,Y,3.2351569120490385e-13
241,LKT__s__Eubacteriaceae_bacterium,Y,2.823160740466673e-10
242,LKT__s__Odoribacter_splanchnicus,Y,3.7048446317700817e-10
243,LKT__f__Ruminococcaceae,Y,6.244846858924242e-13
244,LKT__s__Bacteroides_salyersiae,Y,2.7218950336039164e-13
245,LKT__s__Lachnospira_eligens,Y,3.0488185128121022e-12
246,LKT__s__Blautia_hansenii,Y,1.8591813416478967e-11
247,LKT__s__Dorea_formicigenerans,Y,4.89352187570817e-13
248,LKT__s__Alistipes_communis,Y,2.1094724016558876e-12
249,LKT__s__Enterocloster_clostridioformis,Y,2.2868399962238596e-10
250,LKT__s__Fusicatenibacter_saccharivorans,Y,4.298513115966413e-12
251,LKT__s__Bacteroides_finegoldii,Y,6.502007611964858e-12
252,LKT__s__Bilophila_wadsworthia,Y,8.159795408469528e-11
253,LKT__s__Streptococcus_salivarius,Y,1.3164884289115914e-12
254,LKT__s__Roseburia_Unclassified,Y,3.7901087849537476e-11
255,LKT__s__Sellimonas_intestinalis,Y,1.2946106301657125e-12
256,LKT__s__Clostridium_symbiosum,Y,6.381719936731581e-13
257,LKT__f__Clostridiaceae,Y,2.9830923757179e-11
258,LKT__s__Ruminococcus_lactaris,Y,7.654237442465945e-12
259,LKT__s__Eisenbergiella_massiliensis,Y,4.526377084790094e-14
260,LKT__s__Barnesiella_intestinihominis,Y,2.0652280627532493e-11
261,LKT__s__Akkermansia_Unclassified,Y,7.531565270143601e-14
262,LKT__s__Eubacterium_ramulus,Y,3.8608484415140766e-11
263,LKT__s__Prevotella_lascolaii,Y,1.1039123791735708e-10
264,LKT__f__Enterobacteriaceae,Y,2.050861070690382e-15
265,LKT__s__Bacteroides_coprocola,Y,4.8945771384366705e-12
266,LKT__s__Clostridioides_difficile,Y,5.561318729806975e-13
267,LKT__g__Streptococcus,Y,1.0989666787388033e-10
268,LKT__s__Bacteroides_nordii,Y,1.6603607395081365e-12
269,LKT__s__Bacteroidales_bacterium,Y,4.9733471254528734e-11
270,LKT__s__Adlercreutzia_equolifaciens,Y,1.7863263228965192e-10
271,LKT__s__Parasutterella_excrementihominis,Y,5.590416431785274e-12
272,LKT__s__Coprococcus_catus,Y,3.2566368785313196e-12
273,LKT__s__Coprococcus_Unclassified,Y,3.152323565664392e-13
274,LKT__s__Streptococcus_Unclassified,Y,7.463935022785064e-12
275,LKT__s__Butyricimonas_virosa,Y,7.819845832207011e-11
276,LKT__s__Streptococcus_vestibularis,Y,6.611363352293694e-11
277,LKT__s__Clostridium_innocuum,Y,7.317394727801074e-12
278,LKT__s__Bifidobacterium_pseudocatenulatum,Y,4.14680824651768e-12
279,LKT__s__Intestinimonas_butyriciproducens,Y,3.2754324576252807e-11
280,LKT__g__Akkermansia,Y,1.941496998354239e-15
281,LKT__s__Clostridium_disporicum,Y,1.4769504237258085e-11
282,LKT__s__Parabacteroides_goldsteinii,Y,1.7924946726172218e-14
283,LKT__s__Erysipelotrichaceae_bacterium,Y,8.987118949414336e-12
284,LKT__s__Bifidobacterium_bifidum,Y,2.227275426019412e-11
285,LKT__s__Blautia_coccoides,Y,2.8446621801008176e-11
286,LKT__s__Gordonibacter_pamelaeae,Y,1.4723590025033565e-12
287,LKT__s__Fournierella_massiliensis,Y,2.705973232110281e-11
288,LKT__s__Acidaminococcus_intestini,Y,4.2646048946591704e-11
289,LKT__s__Alistipes_indistinctus,Y,1.9747332454328986e-12
290,LKT__s__Alistipes_senegalensis,Y,6.593630627368786e-13
291,LKT__s__Erysipelatoclostridium_ramosum,Y,1.9672833985919757e-10
292,LKT__s__Anaeromassilibacillus_Unclassified,Y,1.274108948586303e-10
293,LKT__s__Anaerotruncus_massiliensis,Y,2.305380324817523e-11
294,LKT__s__Eubacterium_Unclassified,Y,5.52775073573398e-13
295,LKT__s__Anaerotignum_lactatifermentans,Y,4.3258059638267474e-11
296,LKT__s__Pseudoflavonifractor_Unclassified,Y,2.4841076631668864e-11
297,LKT__g__Prevotella,Y,4.3485751181008786e-11
298,LKT__p__Proteobacteria,Y,8.82580416314616e-12
299,LKT__s__Collinsella_Unclassified,Y,1.1029234821417949e-11
300,LKT__s__Butyrivibrio_crossotus,Y,9.312975093627924e-13
301,LKT__s__Intestinimonas_massiliensis,Y,5.223726304596227e-12
302,LKT__f__Oscillospiraceae,Y,1.138515610138947e-12
303,LKT__s__Dysosmobacter_welbionis,Y,1.196476513335953e-17
304,LKT__g__Oscillibacter,Y,1.2790603703287873e-12
305,LKT__f__Eubacteriaceae,Y,1.5883169404431754e-11
306,LKT__s__Gordonibacter_urolithinfaciens,Y,1.9133215093261865e-10
307,LKT__s__Desulfovibrio_fairfieldensis,Y,1.1375094334499292e-12
308,LKT__s__Odoribacter_laneus,Y,1.4007284278251257e-13
309,LKT__f__Akkermansiaceae,Y,3.9841241070235575e-10
310,LKT__s__Asaccharobacter_celatus,Y,1.860767324428558e-12
311,LKT__s__Angelakisella_massiliensis,Y,1.6747574653636523e-11
312,LKT__s__Catenibacterium_mitsuokai,Y,1.5913118331613067e-12
313,LKT__s__Coriobacteriaceae_bacterium,Y,4.3998362918264715e-16
314,LKT__s__Emergencia_timonensis,Y,4.821409824823257e-12
315,LKT__s__Desulfovibrio_piger,Y,1.8777643319106494e-11
316,LKT__s__Massilistercora_timonensis,Y,3.111096363758981e-11
317,LKT__s__Turicibacter_sanguinis,Y,1.1458230190764292e-09
318,LKT__s__Oscillibacter_ruminantium,Y,1.1682750443572704e-13
319,LKT__s__Collinsella_stercoris,Y,2.0522781036933432e-10
320,LKT__g__Acidaminococcus,Y,2.9997063253885376e-12
321,LKT__g__Butyricicoccus,Y,1.126111781989659e-11
322,LKT__o__Burkholderiales,Y,2.4259218253788657e-11
323,LKT__s__Lactobacillus_fermentum,Y,7.363946869086611e-11
324,LKT__s__Rikenellaceae_bacterium,Y,1.1264922685561699e-10
325,LKT__f__Eggerthellaceae,Y,4.5775970896913e-10
326,LKT__g__Coprobacillus,Y,8.475113140444616e-13
327,LKT__g__Lactobacillus,Y,1.6833750730672657e-11
328,LKT__s__Longibaculum_muris,Y,6.1606205438294725e-12
329,LKT__s__Coprobacillus_cateniformis,Y,8.525948266579067e-11
330,LKT__s__Clostridium_spiroforme,Y,1.4548379705849113e-12
331,LKT__g__Escherichia,Y,1.1852616722460701e-11
332,LKT__g__Collinsella,Y,8.801321256448558e-12
333,LKT__g__Eubacterium,Y,1.2412474198302595e-11
334,LKT__s__Desulfovibrio_Unclassified,Y,4.9468542573573754e-12
335,LKT__s__Desulfovibrio_desulfuricans,Y,6.429571755483657e-11
336,LKT__s__Raoultibacter_timonensis,Y,1.9985450104865096e-10
337,LKT__d__Eukaryota,Y,3.931127396920592e-10
338,LKT__s__Veillonella_parvula,Y,1.3854759914589292e-12
339,LKT__g__Pseudoflavonifractor,Y,5.083687092739104e-12
340,LKT__s__Holdemania_filiformis,Y,2.308894843493914e-12
341,LKT__s__Acidaminococcus_Unclassified,Y,2.0233643841932424e-10
342,LKT__s__Streptomyces_Unclassified,Y,4.556214963363381e-16
343,LKT__s__Bacillus_Unclassified,Y,3.1769356884410984e-14
344,LKT__s__Phocea_massiliensis,Y,1.5718225214901938e-11
345,LKT__s__Ruminococcus_champanellensis,Y,2.0440515134998033e-12
346,LKT__s__Eisenbergiella_tayi,Y,7.88390451810364e-12
347,LKT__s__Anaerofustis_stercorihominis,Y,7.270165745739983e-13
348,LKT__s__Alistipes_timonensis,Y,3.048304713783969e-10
349,LKT__s__Enterobacter_cloacae,Y,5.683059585055405e-11
350,LKT__s__Bariatricus_massiliensis,Y,1.1465881416637902e-11
351,LKT__s__Bittarella_massiliensis,Y,1.893751215897504e-11
352,LKT__s__Victivallales_bacterium,Y,1.1189446136952099e-11
353,LKT__s__Duncaniella_Unclassified,Y,2.822466212366964e-10
354,LKT__s__Victivallis_vadensis,Y,6.372786347190627e-14
355,LKT__f__Sutterellaceae,Y,7.598363269173514e-14
356,LKT__g__Anaerostipes,Y,1.6912977398608449e-09
357,LKT__s__Schaalia_odontolytica,Y,1.773621353578374e-10
358,LKT__s__Cryptobacterium_curtum,Y,7.756547961316206e-12
359,LKT__s__Sutterella_faecalis,Y,4.702665740745794e-13
360,LKT__s__Denitrobacterium_detoxificans,Y,2.5873446723805044e-12
361,LKT__g__Veillonella,Y,1.4289059128419777e-10
362,LKT__g__Butyricimonas,Y,2.432030330480861e-11
363,LKT__f__Synergistaceae,Y,1.7562981092132594e-12
364,LKT__s__Lactobacillus_paracasei,Y,2.64161234948038e-14
365,LKT__s__Sharpea_azabuensis,Y,7.552811716819555e-10
366,LKT__o__Bacillales,Y,2.5372153498591357e-10
367,LKT__s__Lachnospira_multipara,Y,6.206244186505479e-12
368,LKT__s__Absiella_dolichum,Y,7.602337527259539e-12
369,LKT__s__Alloscardovia_omnicolens,Y,1.558643687397103e-11
370,LKT__s__Propionibacterium_freudenreichii,Y,2.795420853934266e-10
371,LKT__s__Mogibacterium_diversum,Y,3.2330532946060343e-15
372,LKT__s__Porphyromonas_uenonis,Y,4.425655590717706e-13
373,LKT__s__Bacteroides_phage_crAss001,Y,8.762653542589199e-14
374,LKT__s__Streptococcus_oralis,Y,6.755234088292664e-11
375,LKT__g__Dorea,Y,1.062066572223587e-10
376,LKT__s__Actinomyces_bouchesdurhonensis,Y,9.626268552078116e-12
377,LKT__s__Paenibacillus_Unclassified,Y,1.8110944825388908e-10
378,LKT__s__Clostridium_viride,Y,3.2284105274340656e-11
379,LKT__s__Prevotella_oryzae,Y,5.824262824749568e-12
380,LKT__s__Actinomyces_oris,Y,6.478192984242431e-10
381,LKT__s__Oxalobacter_formigenes,Y,8.139863520460409e-12
382,LKT__g__Methanosphaera,Y,3.652217355421132e-12
383,LKT__s__Eubacterium_maltosivorans,Y,4.4350162029327744e-11
384,LKT__s__Lactobacillus_plantarum,Y,1.5394344248482915e-11
385,LKT__s__Klebsiella_variicola,Y,7.081616028976052e-12
386,LKT__s__Lactobacillus_crispatus,Y,6.062935802126643e-11
387,LKT__s__Enterobacter_hormaechei,Y,3.484532952615255e-11
388,LKT__s__Bacteroides_ilei,Y,5.396771284472821e-10
389,LKT__s__Bifidobacterium_gallinarum,Y,2.2562638964309537e-13
390,LKT__s__Bifidobacterium_animalis,Y,4.808306148576139e-10
391,LKT__s__Enorma_phocaeensis,Y,1.9933191609029125e-11
392,LKT__s__Eubacterium_pyruvativorans,Y,2.639931335094388e-10
393,LKT__s__Terrisporobacter_glycolicus,Y,1.3742448339031756e-14
394,LKT__s__Lactobacillus_rhamnosus,Y,2.1719433817051068e-11
395,LKT__g__Subdoligranulum,Y,1.0025996819571346e-14
396,LKT__s__Allisonella_histaminiformans,Y,1.037895087725082e-11
397,LKT__Unclassified,Y,7.34728362268393e-11
398,LKT__s__Bacteroides_uniformis,Y,4.1494264536165273e-11
399,LKT__s__Ruminococcus_Unclassified,Y,5.521005982966978e-12
400,LKT__s__Bacteroides_Unclassified,Y,3.2759416567490333e-10
401,LKT__s__Bacteroides_ovatus,Y,4.081727007944471e-11
402,LKT__s__Eubacterium_rectale,Y,2.3157129590856615e-15
403,LKT__s__Bacteroides_cellulosilyticus,Y,4.3718947957200814e-11
